1,0.7,0.6,1
2,0.7,0.7,1
3,0.7,0.6,1
4,0.7,0.9,1
5,0.7,1.0,2
6,0.7,0.9,1
7,0.7,0.7,2
8,0.7,0.7,1
9,0.7,1.0,2
10,0.7,0.4,1
11,0.7,0.5,2
12,0.7,0.8,2
13,0.7,0.8,2
14,0.7,0.9,2
15,0.7,0.4,1
16,0.7,0.4,1
17,0.7,0.9,2
18,0.7,0.8,1
19,0.7,0.6,2
20,0.7,0.8,1
21,0.7,0.5,2
22,0.7,0.7,2
23,0.7,0.7,1
24,0.7,0.4,1
25,0.7,0.9,2
26,0.7,0.5,1
27,0.7,0.7,1
28,0.7,0.9,2
29,0.7,0.9,2
30,0.7,1.0,2
31,0.7,0.4,1
32,0.7,0.6,1
33,0.7,0.8,2
34,0.7,0.7,2
35,0.7,0.7,2
36,0.7,0.9,2
37,0.7,0.4,1
38,0.7,1.0,2
39,0.7,1.0,2
40,0.7,0.7,1
41,0.7,0.6,2
42,0.7,0.7,2
43,0.7,1.0,2
44,0.7,0.5,1
45,0.7,1.0,2
46,0.7,0.8,1
47,0.7,0.6,1
48,0.7,0.6,1
49,0.7,0.5,1
50,0.7,0.8,2
51,0.7,0.9,2
52,0.7,0.6,1
53,0.7,1.0,2
54,0.7,0.8,2
55,0.7,0.5,1
56,0.7,0.8,2
57,0.7,0.4,1
58,0.7,0.9,2
59,0.7,1.0,2
60,0.7,0.6,1
61,0.7,0.5,1
62,0.7,0.5,1
63,0.7,0.5,1
64,0.7,0.5,2
65,0.7,1.0,2
66,0.7,0.6,1
67,0.7,0.8,2
68,0.7,0.4,1
69,0.7,0.4,1
70,0.7,0.4,1
