1,4.009403,-0.2294249,-0.3734943,0
1,4.027869,-0.2289077,-0.3745813,0
1,4.04795,-0.2279857,-0.3753284,0
1,4.067582,-0.2282251,-0.3752612,0
1,4.087672,-0.2268061,-0.3737718,0
1,4.107679,-0.2274397,-0.3724455,0
1,4.127866,-0.2277072,-0.3699711,0
1,4.148169,-0.2272513,-0.3688896,0
1,4.167521,-0.2282911,-0.3681433,0
1,4.187636,-0.2277225,-0.3668308,0
1,4.207931,-0.2284532,-0.3669561,0
1,4.228099,-0.2287601,-0.3661615,0
1,4.248126,-0.228066,-0.3662066,0
1,4.268731,-0.2289627,-0.3666776,0
1,4.287506,-0.2283556,-0.3663409,0
1,4.307725,-0.2290519,-0.366666,0
1,4.32781,-0.2293066,-0.3643064,0
1,4.348203,-0.2287532,-0.3537286,0
1,4.367727,-0.2292695,-0.3317125,1
1,4.387808,-0.2266191,-0.2905867,1
1,4.407964,-0.2259745,-0.2504398,1
1,4.42834,-0.2260499,-0.2113868,1
1,4.44857,-0.2257451,-0.1597654,1
1,4.467889,-0.2249541,-0.1065649,1
1,4.48771,-0.2060785,-0.04490305,1
1,4.50806,-0.1520488,0.01558731,1
1,4.528668,-0.01454136,0.07890019,1
1,4.548033,0.1485535,0.1257849,1
1,4.567711,0.3060781,0.1737633,1
1,4.587756,0.4678676,0.2215479,1
1,4.607866,0.5836018,0.2580101,1
1,4.628495,0.6843045,0.294192,1
1,4.648071,0.7924331,0.3276679,1
1,4.668036,0.9015532,0.3490306,1
1,4.687794,0.9780344,0.3778276,1
1,4.707993,1.025017,0.3996736,1
1,4.727906,1.062349,0.4129714,1
1,4.748458,1.080555,0.4230091,1
1,4.768021,1.087981,0.4363762,1
1,4.787844,1.085764,0.4381484,1
1,4.808445,1.073139,0.4364048,1
1,4.828469,1.049079,0.4336115,1
1,4.848911,1.013317,0.4213805,1
1,4.868247,0.9745963,0.4078179,1
1,4.887766,0.9284825,0.4017104,1
1,4.908312,0.8778276,0.3958271,1
1,4.927894,0.8255878,0.3872536,1
1,4.948085,0.7748942,0.3812794,1
1,4.968235,0.7436399,0.3689561,1
1,4.987971,0.7091303,0.3517933,1
1,5.008175,0.6738165,0.3368915,1
1,5.028286,0.6394179,0.3325478,1
1,5.048188,0.6013109,0.3303347,1
1,5.068499,0.5685837,0.323456,1
1,5.087827,0.5417517,0.3209523,1
1,5.107997,0.5460999,0.3140987,1
1,5.127947,0.5454534,0.3142143,1
1,5.148172,0.5342489,0.31969,1
1,5.16937,0.5139452,0.3218375,1
1,5.188241,0.4859123,0.3301469,1
1,5.208178,0.4533791,0.3356762,1
1,5.227976,0.4284511,0.3415134,1
1,5.247794,0.4102761,0.3405316,1
1,5.267549,0.3932219,0.3384206,1
1,5.28756,0.3702568,0.3355047,1
1,5.308237,0.3512056,0.3406891,1
1,5.32776,0.3463843,0.3445632,1
1,5.348488,0.3434214,0.3486806,1
1,5.367787,0.346054,0.3494276,1
1,5.387543,0.3493121,0.3561836,1
1,5.407623,0.3463283,0.3754618,1
1,5.428418,0.3359102,0.3862595,1
1,5.447952,0.321936,0.3884575,1
1,5.467966,0.3045401,0.3967887,1
1,5.487708,0.2804453,0.4040006,1
1,5.507935,0.2579876,0.4139705,1
1,5.527902,0.2408133,0.426014,1
1,5.547846,0.228,0.4310397,1
1,5.567534,0.2089231,0.4334185,1
1,5.587748,0.2035632,0.4389712,1
1,5.607778,0.1952153,0.4421389,1
1,5.628067,0.1857218,0.4502557,1
1,5.647841,0.1679616,0.4606982,1
1,5.667911,0.1512832,0.4706633,1
1,5.687694,0.1381483,0.4821404,1
1,5.707585,0.1366057,0.4857128,1
1,5.727774,0.1331331,0.4865707,1
1,5.747752,0.1241917,0.4918283,1
1,5.767799,0.1115553,0.4966747,1
1,5.787999,0.100972,0.5125397,1
1,5.80769,0.09035672,0.5234292,1
1,5.828158,0.08366575,0.534726,1
1,5.848705,0.07775584,0.5409258,1
1,5.868018,0.07020733,0.5448692,1
1,5.88788,0.06535567,0.5387227,1
1,5.907855,0.06358711,0.5301283,1
1,5.928128,0.06198817,0.5284925,1
1,5.947957,0.06148533,0.5205806,1
1,5.968108,0.06309369,0.5117306,1
1,5.988027,0.06720981,0.5178959,1
1,6.007776,0.07334845,0.5192946,1
1,6.028031,0.07771931,0.5113852,1
1,6.047943,0.08037467,0.5114467,1
1,6.067775,0.07773674,0.5117771,1
1,6.08792,0.07625636,0.4997943,1
1,6.108134,0.07866921,0.4819325,1
1,6.127894,0.07976443,0.4744832,1
1,6.147869,0.07875989,0.4695561,1
1,6.168007,0.07505274,0.4710192,1
1,6.188272,0.07430261,0.4644198,1
1,6.208061,0.07754511,0.4496382,1
1,6.227953,0.07310083,0.4365145,1
1,6.247949,0.06606818,0.4287774,1
1,6.268237,0.05650903,0.4196178,1
1,6.288039,0.05734954,0.4167328,1
1,6.307803,0.0607182,0.408581,1
1,6.328056,0.06079661,0.397046,1
1,6.349653,0.06381076,0.3914029,1
1,6.369154,0.06706849,0.3863474,1
1,6.387949,0.07972252,0.3756035,1
1,6.408004,0.08847194,0.3718055,1
1,6.427838,0.08952995,0.3639593,1
1,6.447644,0.08664778,0.3581832,1
1,6.467937,0.08187471,0.3446822,1
1,6.487642,0.08766634,0.3375415,1
1,6.507697,0.09062059,0.3342421,1
1,6.527608,0.08899622,0.3370447,1
1,6.549031,0.08513355,0.3427656,1
1,6.567782,0.08673409,0.3464647,1
1,6.587671,0.08861062,0.3552768,1
1,6.607665,0.0884382,0.3694429,1
1,6.627722,0.08956891,0.370263,1
1,6.647829,0.08803199,0.3730586,1
1,6.668387,0.08180612,0.3800993,1
1,6.687599,0.07742994,0.3800551,1
1,6.707452,0.07052493,0.3845542,1
1,6.727757,0.06851118,0.3990704,1
1,6.747974,0.07135798,0.4037159,1
1,6.767921,0.06980461,0.3988215,1
1,6.787577,0.06614754,0.3974301,1
1,6.807541,0.0594916,0.3935279,1
1,6.827868,0.0505795,0.3921436,1
1,6.848933,0.05017753,0.3944869,1
1,6.868588,0.04976914,0.3902087,1
1,6.887818,0.05148555,0.3811438,1
1,6.907613,0.05238281,0.3777268,1
1,6.927674,0.05305905,0.3700965,1
1,6.948248,0.05605901,0.360622,1
1,6.967991,0.05778558,0.3574842,1
1,6.987617,0.05546578,0.3537928,1
1,7.007615,0.04865113,0.352556,1
1,7.027809,0.04025478,0.3512819,1
1,7.048304,0.03719987,0.3502997,1
1,7.068714,0.0315866,0.3601991,1
1,7.087811,0.02380374,0.3704259,1
1,7.107723,0.01474981,0.3732681,1
1,7.127811,0.01023242,0.3818687,1
1,7.148458,0.006379839,0.3904998,1
1,7.168153,0.003526857,0.3924933,1
1,7.18796,-0.001533075,0.4002924,1
1,7.207854,-0.007842366,0.4062501,1
1,7.227903,-0.009730047,0.4084148,1
1,7.248221,-0.005185622,0.4132333,1
1,7.268773,-0.002639268,0.4099834,1
1,7.28863,-0.004360134,0.4028363,1
1,7.307905,-0.005072606,0.4009573,1
1,7.328172,-0.001562311,0.4047742,1
1,7.348584,0.002062732,0.4064344,1
1,7.368987,0.002903286,0.4047021,1
1,7.387871,0.002802238,0.4073974,1
1,7.408007,0.00388679,0.4104244,1
1,7.428768,0.009138575,0.406295,1
1,7.448372,0.01484156,0.4103037,1
1,7.468008,0.01963941,0.4082782,1
1,7.488145,0.02185691,0.4007786,1
1,7.507907,0.01981574,0.3959738,1
1,7.530558,0.01732813,0.3912864,1
1,7.54861,0.01659859,0.3886721,1
1,7.567865,0.01757558,0.3938874,1
1,7.587606,0.02983684,0.3973231,1
1,7.607595,0.04271948,0.408966,1
1,7.627786,0.05283131,0.4186436,1
1,7.647807,0.06923679,0.4150608,1
1,7.66773,0.08216608,0.4032458,1
1,7.687634,0.09595881,0.4014012,1
1,7.70756,0.1085558,0.4011733,1
1,7.727756,0.1200622,0.4010321,1
1,7.74842,0.1327727,0.3967604,1
1,7.767671,0.1435039,0.3961493,1
1,7.793466,0.1531156,0.3947993,1
1,7.807428,0.1792012,0.4033518,1
1,7.82771,0.1987258,0.4103095,1
1,7.847938,0.212551,0.4167025,1
1,7.867767,0.220427,0.4267095,1
1,7.887683,0.2325778,0.4297731,1
1,7.907693,0.2483177,0.4290677,1
1,7.927758,0.2619075,0.4243082,1
1,7.948016,0.2734735,0.4250596,1
1,7.968599,0.2863032,0.440562,1
1,7.987631,0.3095442,0.4537284,1
1,12.028129,-0.22645,-0.3822611,0
1,12.04864,-0.2244661,-0.3805552,0
1,12.068356,-0.2241269,-0.3797146,0
1,12.088568,-0.2253413,-0.3790686,0
1,12.108515,-0.2241598,-0.3781299,0
1,12.128748,-0.2247417,-0.3786397,0
1,12.148282,-0.2233077,-0.3776832,0
1,12.168319,-0.2225853,-0.3763849,0
1,12.188182,-0.2228164,-0.3750031,0
1,12.208339,-0.222158,-0.3720165,0
1,12.228669,-0.2225887,-0.3605286,0
1,12.250126,-0.2197294,-0.3251607,0
1,12.268054,-0.2166312,-0.2825393,0
1,12.287771,-0.2120543,-0.2427562,0
1,12.307423,-0.2076432,-0.1970748,0
1,12.327373,-0.2041718,-0.1461908,0
1,12.347456,-0.2001981,-0.09642368,0
1,12.367671,-0.1975882,-0.05281883,0
1,12.387865,-0.1960025,-0.01348177,1
1,12.407446,-0.1958893,0.02908939,1
1,12.428073,-0.1979539,0.07039322,1
