1,0.7,0.6,1
2,0.7,0.7,1
3,0.7,0.5,1
4,0.7,0.7,2
5,0.7,0.5,1
6,0.7,0.8,1
7,0.7,0.6,1
8,0.7,0.5,1
9,0.7,0.5,1
10,0.7,0.4,1
11,0.7,1.0,2
12,0.7,0.9,1
13,0.7,1.0,1
14,0.7,1.0,1
15,0.7,1.0,2
16,0.7,0.9,2
17,0.7,0.7,1
18,0.7,0.8,1
19,0.7,0.6,1
20,0.7,0.4,1
21,0.7,0.6,1
22,0.7,0.7,2
23,0.7,0.9,1
24,0.7,0.4,1
25,0.7,0.6,1
26,0.7,0.6,1
27,0.7,0.8,1
28,0.7,0.8,2
29,0.7,0.5,1
30,0.7,0.4,1
31,0.7,0.6,1
32,0.7,0.8,1
33,0.7,0.5,2
34,0.7,0.5,1
35,0.7,0.7,2
36,0.7,0.5,1
37,0.7,0.7,1
38,0.7,1.0,1
39,0.7,0.8,1
40,0.7,0.4,1
41,0.7,0.9,1
42,0.7,0.7,1
43,0.7,0.8,1
44,0.7,0.9,2
45,0.7,0.4,1
46,0.7,0.4,1
47,0.7,1.0,1
48,0.7,0.6,1
49,0.7,0.8,2
50,0.7,0.9,1
51,0.7,0.7,2
52,0.7,0.4,1
53,0.7,0.7,1
54,0.7,0.4,1
55,0.7,0.6,2
56,0.7,0.7,2
57,0.7,1.0,1
58,0.7,0.9,1
59,0.7,0.6,2
60,0.7,0.8,1
61,0.7,0.5,1
62,0.7,0.9,2
63,0.7,0.9,1
64,0.7,1.0,1
65,0.7,1.0,1
66,0.7,0.4,1
67,0.7,1.0,1
68,0.7,0.9,2
69,0.7,0.5,2
70,0.7,0.8,1
