1,0.4,0.7,2
2,0.7,0.5,1
3,0.6,0.7,2
4,0.7,1.0,2
5,0.7,1.0,1
6,0.7,0.4,1
7,0.5,0.7,2
8,0.7,0.6,1
9,0.4,0.7,2
10,0.4,0.7,2
11,0.4,0.7,2
12,0.4,0.7,2
13,0.6,0.7,1
14,0.8,0.7,1
15,0.4,0.7,2
16,0.7,0.7,1
17,0.7,0.6,1
18,0.6,0.7,2
19,1.0,0.7,1
20,0.5,0.7,1
21,0.7,0.7,1
22,1.0,0.7,1
23,0.7,1.0,1
24,0.9,0.7,1
25,0.4,0.7,2
26,0.7,0.5,1
27,0.7,0.6,1
28,0.6,0.7,1
29,0.6,0.7,2
30,1.0,0.7,1
31,0.4,0.7,2
32,0.8,0.7,1
33,0.5,0.7,1
34,0.7,0.7,2
35,0.6,0.7,2
36,1.0,0.7,1
37,0.7,0.7,1
38,0.8,0.7,1
39,0.8,0.7,1
40,0.4,0.7,1
41,0.7,0.7,2
42,0.7,1.0,2
43,0.6,0.7,2
44,0.7,0.9,2
45,0.7,0.7,1
46,0.5,0.7,2
47,0.5,0.7,2
48,1.0,0.7,1
49,0.8,0.7,1
50,0.7,0.8,1
51,0.7,0.8,2
52,0.7,0.5,1
53,0.7,0.7,1
54,0.7,0.7,2
55,0.7,1.0,1
56,0.9,0.7,1
57,0.7,0.7,2
58,0.7,0.7,2
59,0.7,0.8,2
60,0.7,0.8,1
61,0.7,0.8,2
62,0.9,0.7,1
63,0.7,0.9,1
64,0.7,0.9,2
65,0.9,0.7,1
66,0.5,0.7,1
67,0.5,0.7,1
68,0.7,0.9,2
69,0.9,0.7,1
70,0.7,0.9,2
