1,2,1.55,2
2,1.3,1.55,2
3,1.55,2,1
4,1.3,1.55,2
5,1.7,1.55,2
6,1.55,1.55,2
7,1.5,1.55,2
8,1.5,1.55,1
9,1.55,1.3,1
10,1,1.55,2
11,1.55,1.55,2
12,1.3,1.55,2
13,1.55,1.3,2
14,1.55,1.55,2
15,1.55,1.55,2
16,1.45,1.55,1
17,1.55,1.55,2
18,2,1.55,1
19,1.55,1.7,2
20,1.55,2,1
21,1.45,1.55,2
22,2,1.55,1
23,1.3,1.55,2
24,1,1.55,2
25,1.55,1.55,1
26,1.55,1.7,2
27,1,1.55,2
28,1.55,2,2
29,1.55,1.7,1
30,1.55,1.55,2
31,1.5,1.55,1
32,1.7,1.55,2
33,1.55,1.7,2
34,1,1.55,1
35,1.55,1.55,2
36,2,1.55,1
37,1.45,1.55,2
38,1.3,1.55,2
39,1.55,1,1
40,1.55,1.5,2
41,1.55,1.55,1
42,1.55,2,2
43,1.55,1,1
44,1.45,1.55,2
45,1.55,2,1
46,1.45,1.55,1
47,1.3,1.55,1
48,1.55,1.7,2
49,1.55,1.3,1
50,1.55,1.45,1
51,1.3,1.55,2
52,1.45,1.55,1
53,1.55,1.55,2
54,1.45,1.55,2
55,1.55,1,2
56,1.7,1.55,2
57,1.55,1.45,1
58,1.55,1.7,2
59,1.7,1.55,1
60,1.55,1.45,2
61,1,1.55,1
62,1.55,1.5,1
63,1,1.55,2
64,1.55,2,2
65,1.55,1,1
66,1.5,1.55,1
67,1.55,1.5,2
68,1.55,1.5,2
69,1.5,1.55,1
70,1.55,1.5,2
