1,17:09:47.975,0.296787,0.1920376,1,0
1,17:09:47.995,0.2939437,0.1937379,1,0
1,17:09:48.015,0.2907397,0.196724,1,0
1,17:09:48.035,0.2896403,0.2019894,1,0
1,17:09:48.055,0.2881292,0.2049462,1,0
1,17:09:48.075,0.2847788,0.2042579,1,0
1,17:09:48.095,0.2827892,0.2045256,1,0
1,17:09:48.115,0.2799371,0.2021639,1,0
1,17:09:48.135,0.2786941,0.2010103,1,0
1,17:09:48.155,0.2781462,0.1991863,1,0
1,17:09:48.175,0.2765758,0.1945714,1,0
1,17:09:48.195,0.2764751,0.1924302,1,0
1,17:09:48.215,0.2759447,0.1884927,1,0
1,17:09:48.235,0.2770062,0.1874335,1,0
1,17:09:48.255,0.2797543,0.1863895,1,0
1,17:09:48.275,0.2818189,0.1867789,1,0
1,17:09:48.295,0.2855718,0.190001,1,0
1,17:09:48.315,0.2870665,0.1907446,1,0
1,17:09:48.335,0.2892509,0.1918304,1,0
1,17:09:48.355,0.2917304,0.19527,1,0
1,17:09:48.375,0.2938702,0.1965557,1,0
1,17:09:48.395,0.2970626,0.2012723,1,0
1,17:09:48.415,0.2994433,0.2031643,1,0
1,17:09:48.435,0.3030515,0.2036343,1,0
1,17:09:48.455,0.3064619,0.2042264,1,1
1,17:09:48.475,0.3093537,0.205828,1,1
1,17:09:48.495,0.3130713,0.2133761,1,1
1,17:09:48.515,0.3153895,0.2199197,1,1
1,17:09:48.535,0.3168406,0.2271042,1,1
1,17:09:48.555,0.3183882,0.2338667,1,1
1,17:09:48.575,0.3189777,0.2424609,1,1
1,17:09:48.595,0.3201686,0.252829,1,1
1,17:09:48.615,0.3202915,0.2605756,1,1
1,17:09:48.635,0.321169,0.2630878,1,1
1,17:09:48.655,0.3228777,0.2620082,1,1
1,17:09:48.675,0.3234159,0.2604498,1,1
1,17:09:48.695,0.3251391,0.2598526,1,1
1,17:09:48.715,0.3253741,0.2604887,1,1
1,17:09:48.735,0.3252544,0.2592205,1,1
1,17:09:48.755,0.3263238,0.2646187,1,1
1,17:09:48.775,0.327494,0.2710286,1,1
1,17:09:48.795,0.3290517,0.28255,1,1
1,17:09:48.815,0.3292453,0.2882458,1,1
1,17:09:48.835,0.3287663,0.2943536,1,1
1,17:09:48.855,0.328647,0.3010236,1,1
1,17:09:48.875,0.3278331,0.3050644,1,1
1,17:09:48.895,0.3272219,0.3115225,1,1
1,17:09:48.915,0.3258396,0.3140627,1,1
1,17:09:48.935,0.3253461,0.315464,1,1
1,17:09:48.955,0.3258283,0.320253,1,1
1,17:09:48.975,0.3254593,0.3201148,1,1
1,17:09:48.995,0.3262772,0.3184249,1,1
1,17:09:49.015,0.3263275,0.3212099,1,1
1,17:09:49.035,0.3274126,0.3318761,1,1
1,17:09:49.055,0.329111,0.3459306,1,1
1,17:09:49.075,0.3305295,0.363896,1,1
1,17:09:49.095,0.3351928,0.3793311,1,1
1,17:09:49.115,0.340119,0.3952219,1,1
1,17:09:49.135,0.3484486,0.4123335,1,1
1,17:09:49.155,0.3555888,0.4358073,1,1
1,17:09:49.175,0.364379,0.4615965,1,1
1,17:09:49.195,0.3894824,0.482167,1,1
1,17:09:49.215,0.4083412,0.4988762,1,1
1,17:09:49.235,0.4212814,0.5158428,1,1
1,17:09:49.255,0.4315224,0.5440263,1,1
1,17:09:49.275,0.4364315,0.5657327,1,1
1,17:09:49.295,0.4436547,0.5877717,1,1
1,17:09:49.315,0.4505586,0.6121666,1,1
1,17:09:49.335,0.452827,0.6329241,1,1
1,17:09:49.355,0.4509733,0.6507943,1,1
1,17:09:49.375,0.449598,0.6625815,1,1
1,17:09:49.395,0.4495002,0.672962,1,1
1,17:09:49.415,0.4495497,0.679525,1,1
1,17:09:49.435,0.4493378,0.6866105,1,1
1,17:09:49.455,0.4532453,0.6923353,1,1
1,17:09:49.475,0.4530636,0.6968265,1,1
1,17:09:49.495,0.4509015,0.6945367,1,1
1,17:09:49.515,0.4463761,0.6847793,1,1
1,17:09:49.535,0.4443665,0.6687164,1,1
1,17:09:49.555,0.4395518,0.6495224,1,1
1,17:09:49.575,0.4327391,0.625903,1,1
1,17:09:49.595,0.4263972,0.6034645,1,1
1,17:09:49.615,0.4199037,0.5782867,1,1
1,17:09:49.635,0.4144113,0.5564314,1,1
1,17:09:49.655,0.4095081,0.5350406,1,1
1,17:09:49.675,0.4032813,0.5145436,1,1
1,17:09:49.695,0.39901,0.5000698,1,1
1,17:09:49.715,0.3937173,0.4860101,1,1
1,17:09:49.735,0.3885489,0.4716898,1,1
1,17:09:49.755,0.385033,0.4566047,1,1
1,17:09:49.775,0.3818675,0.4377767,1,1
1,17:09:49.795,0.3803535,0.4197994,1,1
1,17:09:49.815,0.3767925,0.4009573,1,1
1,17:09:49.835,0.3701846,0.3845439,1,1
1,17:09:49.855,0.362991,0.367809,1,1
1,17:09:49.875,0.3542756,0.3510632,1,1
1,17:09:49.895,0.3467835,0.3409212,1,1
1,17:09:49.915,0.3376512,0.3278931,1,1
1,17:09:49.935,0.3283958,0.313384,1,1
1,17:09:49.955,0.3200061,0.2991178,1,1
1,17:09:49.975,0.3103464,0.2832137,1,1
1,17:09:49.995,0.3026467,0.2698695,1,1
1,17:09:50.015,0.2940829,0.2553184,1,1
1,17:09:50.035,0.28638,0.2419584,1,1
1,17:09:50.055,0.2804342,0.2293205,1,1
1,17:09:50.075,0.2732262,0.2218644,1,1
1,17:09:50.095,0.2677701,0.2160966,1,1
1,17:09:50.115,0.2631792,0.2072948,1,1
1,17:09:50.135,0.2594075,0.1999887,1,1
1,17:09:50.155,0.2560644,0.1931019,1,1
1,17:09:50.175,0.2503966,0.1881721,1,1
1,17:09:50.195,0.2489366,0.1844254,1,1
1,17:09:50.215,0.2470285,0.1791998,1,1
1,17:09:50.235,0.2435949,0.1723254,1,1
1,17:09:50.255,0.2396368,0.1643028,1,1
1,17:09:50.275,0.2351452,0.1583146,1,1
1,17:09:50.295,0.2325119,0.1561828,1,1
1,17:09:50.315,0.2320375,0.1558338,1,1
1,17:09:50.335,0.2346024,0.1586098,1,1
1,17:09:50.355,0.2402465,0.1653277,1,1
1,17:09:50.375,0.2463332,0.1700504,1,1
1,17:09:50.395,0.254243,0.1777442,1,1
1,17:09:50.415,0.2612477,0.1849589,1,1
1,17:09:50.435,0.2687694,0.1934822,1,1
1,17:09:50.455,0.277956,0.2083511,1,1
1,17:09:50.475,0.2855951,0.218474,1,1
1,17:09:50.495,0.2949741,0.235127,1,1
1,17:09:50.515,0.3004853,0.2498195,1,1
1,17:09:50.535,0.3058562,0.26012,1,1
1,17:09:50.555,0.3121881,0.2650717,1,1
1,17:09:50.575,0.3165771,0.2674432,1,1
1,17:09:50.595,0.3224614,0.2715283,1,1
1,17:09:50.615,0.3272594,0.274592,1,1
1,17:09:50.635,0.3323208,0.2760663,1,1
1,17:09:50.655,0.3371866,0.2823571,1,1
1,17:09:50.675,0.3402713,0.2828183,1,1
1,17:09:50.695,0.3442903,0.2837158,1,1
1,17:09:50.715,0.3459099,0.2809366,1,1
1,17:09:50.735,0.3472464,0.277079,1,1
1,17:09:50.755,0.3488363,0.2747136,1,1
1,17:09:50.775,0.3492522,0.2686704,1,1
1,17:09:50.795,0.3525655,0.2627923,1,1
1,17:09:50.815,0.3543328,0.2542295,1,1
1,17:09:50.835,0.356979,0.2486369,1,1
1,17:09:50.855,0.360007,0.2444969,1,1
1,17:09:50.875,0.3609087,0.2372916,1,1
1,17:09:50.895,0.362972,0.2329446,1,1
1,17:09:50.915,0.3632491,0.2290376,1,1
1,17:09:50.935,0.3646378,0.2302396,1,1
1,17:09:50.955,0.3660362,0.2363934,1,1
1,17:09:50.975,0.3653771,0.2391927,1,1
1,17:09:50.995,0.3663282,0.2424471,1,1
1,17:09:51.015,0.3659392,0.2414138,1,1
1,17:09:51.035,0.3663498,0.2455647,1,1
1,17:09:51.055,0.3671739,0.250307,1,1
1,17:09:51.075,0.3660442,0.25082,1,1
1,17:09:51.095,0.3669762,0.2525857,1,1
1,17:09:51.115,0.3661866,0.2522036,1,1
1,17:09:51.135,0.365803,0.2556933,1,1
1,17:09:51.155,0.365744,0.2619956,1,1
1,17:09:51.175,0.3645578,0.2655809,1,1
1,17:09:51.195,0.3668676,0.2733758,1,1
1,17:09:51.215,0.36737,0.2779118,1,1
1,17:09:51.235,0.3674759,0.2807086,1,1
1,17:09:51.255,0.3679708,0.2829228,1,1
1,17:09:51.275,0.3671052,0.2851371,1,1
1,17:09:51.295,0.3675465,0.2948678,1,1
1,17:09:51.315,0.366594,0.2974125,1,1
1,17:09:51.335,0.3664865,0.2964752,1,1
1,17:09:51.355,0.3654014,0.29447,1,1
1,17:09:51.375,0.3647311,0.2897541,1,1
1,17:09:51.395,0.3670115,0.2922927,1,1
1,17:09:51.415,0.3672802,0.2948476,1,1
1,17:09:51.435,0.3678228,0.3008597,1,1
1,17:09:51.455,0.3694543,0.3062211,1,1
1,17:09:51.475,0.3684509,0.3072883,1,1
1,17:09:51.495,0.368789,0.3054877,1,1
1,17:09:51.515,0.3669499,0.3035935,1,1
1,17:09:51.535,0.3651879,0.3029232,1,1
1,17:09:51.555,0.3640901,0.301355,1,1
1,17:09:51.575,0.3619657,0.2965434,1,1
1,17:09:51.595,0.3606959,0.2958078,1,1
1,17:09:51.615,0.3568628,0.2962731,1,1
1,17:09:51.635,0.3532258,0.2936497,1,1
1,17:09:51.655,0.349334,0.2906305,1,1
1,17:09:51.675,0.3448487,0.2859873,1,1
1,17:09:51.695,0.3435406,0.2831101,1,1
1,17:09:51.715,0.3408972,0.2839091,1,1
1,17:09:51.735,0.3387781,0.2837462,1,1
1,17:09:51.755,0.3377663,0.2840588,1,1
1,17:09:51.775,0.3345663,0.2825838,1,1
1,17:09:51.795,0.333151,0.278492,1,1
1,17:09:51.815,0.3304016,0.2705876,1,1
1,17:09:51.835,0.3289188,0.2641422,1,1
1,17:09:51.855,0.32862,0.2645004,1,1
1,17:09:51.875,0.326671,0.2619381,1,1
1,17:09:51.895,0.3264777,0.2624641,1,1
1,17:09:51.915,0.324712,0.264269,1,1
1,17:09:51.935,0.3239147,0.2628167,1,1
1,17:09:51.955,0.3235944,0.2616131,1,1
1,17:10:42.673,-0.06934842,-0.08221003,2,0
1,17:10:42.693,-0.06967158,-0.07834984,2,0
1,17:10:42.713,-0.07098033,-0.0775753,2,0
1,17:10:42.733,-0.07109509,-0.0774717,2,0
1,17:10:42.753,-0.0720605,-0.07904247,2,0
1,17:10:42.773,-0.0724937,-0.08047496,2,0
1,17:10:42.793,-0.07298494,-0.08419593,2,0
1,17:10:42.813,-0.07376803,-0.08909503,2,0
