1,1.55,2,2
2,1.55,1.3,2
3,1.55,1.3,1
4,1.55,1.45,1
5,1.55,1.7,2
6,1.55,1.55,2
7,1.55,1.3,1
8,1.55,1.5,1
9,1.55,1,2
10,1.55,1,1
11,1.55,1.55,2
12,1.55,1,1
13,1.55,1.3,2
14,1.55,1.55,1
15,1.55,1,2
16,1.55,2,2
17,1.55,1.5,2
18,1.55,1.7,2
19,1.55,2,1
20,1.55,1,2
21,1.55,1.5,1
22,1.55,1.7,2
23,1.55,1.5,1
24,1.55,1.45,1
25,1.55,1.5,2
26,1.55,1.55,2
27,1.55,1.55,2
28,1.55,1,1
29,1.55,1.7,1
30,1.55,1.5,1
31,1.55,1.7,1
32,1.55,1.5,2
33,1.55,1.3,2
34,1.55,1.55,1
35,1.55,1.45,1
36,1.55,1,2
37,1.55,1.5,2
38,1.55,1.55,2
39,1.55,1.3,1
40,1.55,2,2
41,1.55,1.7,1
42,1.55,1.55,2
43,1.55,1.7,1
44,1.55,2,2
45,1.55,2,2
46,1.55,1.45,1
47,1.55,1.55,1
48,1.55,1,2
49,1.55,1.55,1
50,1.55,1.45,1
51,1.55,1.5,1
52,1.55,2,2
53,1.55,1.45,2
54,1.55,1,1
55,1.55,1.45,2
56,1.55,1.45,1
57,1.55,1.3,2
58,1.55,1.45,2
59,1.55,1,1
60,1.55,1.45,1
61,1.55,1.3,2
62,1.55,1.5,2
63,1.55,1.7,2
64,1.55,2,1
65,1.55,1.7,1
66,1.55,1.7,2
67,1.55,1.3,2
68,1.55,2,2
69,1.55,2,2
70,1.55,1.3,1
