1,0.9,0.7,2
2,0.7,0.9,2
3,0.4,0.7,2
4,0.7,1.0,2
5,0.7,0.5,1
6,0.7,0.9,2
7,0.8,0.7,2
8,0.7,0.9,1
9,0.4,0.7,2
10,0.7,0.5,2
11,0.7,0.6,1
12,0.7,0.7,2
13,0.5,0.7,1
14,0.7,0.7,2
15,0.6,0.7,1
16,0.7,1.0,2
17,0.7,0.9,1
18,0.7,1.0,2
19,0.7,0.7,1
20,0.5,0.7,2
21,0.7,0.9,2
22,0.4,0.7,1
23,0.7,0.7,2
24,0.7,0.6,1
25,0.7,0.4,1
26,0.8,0.7,2
27,0.9,0.7,2
28,0.7,0.6,1
29,0.9,0.7,2
30,0.7,0.9,2
31,0.7,0.6,2
32,0.7,0.9,1
33,0.5,0.7,2
34,1.0,0.7,1
35,0.7,0.5,2
36,0.5,0.7,1
37,1.0,0.7,2
38,0.7,0.5,1
39,0.7,1.0,2
40,0.6,0.7,1
41,0.8,0.7,2
42,0.7,0.6,1
43,0.7,0.4,2
44,1.0,0.7,1
45,0.7,0.7,2
46,0.7,0.7,1
47,0.5,0.7,2
48,0.7,0.4,1
49,0.5,0.7,2
50,0.4,0.7,1
51,0.4,0.7,2
52,0.7,0.8,1
53,1.0,0.7,1
54,0.7,0.7,1
55,1.0,0.7,2
56,0.4,0.7,1
57,0.7,0.6,2
58,0.8,0.7,1
59,1.0,0.7,2
60,0.7,0.6,1
61,0.7,0.4,2
62,0.7,0.7,1
63,0.7,0.8,2
64,0.7,0.7,1
65,0.7,0.8,1
66,0.7,0.6,1
67,0.7,0.7,2
68,0.8,0.7,2
69,0.7,0.8,1
70,0.8,0.7,2
