1,12:58:2818,-0.09731423,-0.06843793,0
1,12:58:3014,-0.09622584,-0.06933843,0
1,12:58:3214,-0.095259,-0.07015484,0
1,12:58:3415,-0.09501001,-0.07241468,0
1,12:58:3618,-0.09521758,-0.07519962,0
1,12:58:3818,-0.09731939,-0.07794818,0
1,12:58:4017,-0.09985537,-0.07929353,0
1,12:58:4215,-0.1007195,-0.08157803,0
1,12:58:4420,-0.1003446,-0.08542275,0
1,12:58:4627,-0.09911969,-0.09005241,0
1,12:58:4817,-0.09873652,-0.09406715,0
1,12:58:5024,-0.09942774,-0.09598485,0
1,12:58:5218,-0.1013171,-0.09705239,0
1,12:58:5419,-0.1043396,-0.09802197,0
1,12:58:5620,-0.1068797,-0.09878632,0
1,12:58:5818,-0.1084771,-0.09675305,0
1,12:58:6017,-0.1091798,-0.09499949,0
1,12:58:6219,-0.1094107,-0.0935972,1
1,12:58:6421,-0.1086578,-0.08946135,1
1,12:58:6619,-0.1081739,-0.08537824,1
1,12:58:6818,-0.1074964,-0.08168136,1
1,12:58:7018,-0.1073196,-0.07939737,1
1,12:58:7226,-0.1068141,-0.07889187,1
1,12:58:7421,-0.1049161,-0.0771278,1
1,12:58:7620,-0.1045023,-0.07672287,1
1,12:58:7823,-0.10395,-0.0782355,1
1,12:58:8020,-0.1033586,-0.07829346,1
1,12:58:8220,-0.1031283,-0.07892921,1
1,12:58:8420,-0.1011731,-0.08005561,1
1,12:58:8621,-0.09992641,-0.08169702,1
1,12:58:8818,-0.09857693,-0.08379126,1
1,12:58:9019,-0.09759778,-0.08730462,1
1,12:58:9224,-0.09666356,-0.08855243,1
1,12:58:9421,-0.09410362,-0.08791549,1
1,12:58:9624,-0.08765391,-0.08769758,1
1,12:58:9825,-0.07862426,-0.08214749,1
1,12:59:0022,-0.06423924,-0.07074768,1
1,12:59:0222,-0.04331563,-0.05800621,1
1,12:59:0420,-0.01873368,-0.03871803,1
1,12:59:0620,0.02505498,-0.01281705,1
1,12:59:0835,0.07768876,0.02280578,1
1,12:59:1022,0.1305435,0.05766638,1
1,12:59:1219,0.1716558,0.08260508,1
1,12:59:1413,0.2089547,0.1165837,1
1,12:59:1613,0.2386262,0.1745958,1
1,12:59:1816,0.2617638,0.2182328,1
1,12:59:2017,0.2860302,0.2489417,1
1,12:59:2213,0.3013962,0.2856173,1
1,12:59:2413,0.3178571,0.3347523,1
1,12:59:2614,0.3454927,0.3730632,1
1,12:59:2815,0.3744145,0.4000902,1
1,12:59:3020,0.393915,0.4373409,1
1,12:59:3214,0.4068528,0.4690883,1
1,12:59:3412,0.4220078,0.4890226,1
1,12:59:3612,0.4448707,0.499928,1
1,12:59:3817,0.4671872,0.5063013,1
1,12:59:4015,0.4952183,0.5223835,1
1,12:59:4216,0.5391145,0.541214,1
1,12:59:4413,0.5832894,0.5636635,1
1,12:59:4618,0.6155558,0.5986097,1
1,12:59:4826,0.6397927,0.6342846,1
1,12:59:5014,0.6694747,0.6672102,1
1,12:59:5217,0.7087662,0.6845133,1
1,12:59:5413,0.7384725,0.6985841,1
1,12:59:5613,0.7539566,0.7402494,1
1,12:59:5815,0.7718365,0.7951282,1
1,12:59:6018,0.8058809,0.8353853,1
1,12:59:6216,0.8404897,0.8542139,1
1,12:59:6416,0.8710185,0.8611325,1
1,12:59:6614,0.8883085,0.8766859,1
1,12:59:6815,0.8900917,0.893862,1
1,12:59:7015,0.8831936,0.9053497,1
1,12:59:7216,0.879616,0.904413,1
1,12:59:7417,0.8904997,0.8969649,1
1,12:59:7614,0.8900943,0.902608,1
1,12:59:7821,0.877322,0.9114451,1
1,12:59:8022,0.870286,0.9128065,1
1,12:59:8215,0.8731833,0.9034865,1
1,12:59:8417,0.8680274,0.9020856,1
1,12:59:8615,0.8561296,0.9068985,1
1,12:59:8817,0.8514532,0.9053669,1
1,12:59:9016,0.8445668,0.9018769,1
1,12:59:9218,0.8350761,0.8965902,1
1,12:59:9415,0.839968,0.8863349,1
1,12:59:9616,0.8531901,0.8838952,1
1,12:59:9819,0.8539177,0.9063938,1
1,13:00:0030,0.8446336,0.9223886,1
1,13:00:0219,0.8372499,0.9390737,1
1,13:00:0414,0.8360468,0.9559137,1
1,13:00:0615,0.8227967,0.9786379,1
1,13:00:0814,0.8012363,0.9840871,1
1,13:00:1020,0.773609,0.9737034,1
1,13:00:1217,0.7409174,0.9509553,1
1,13:00:1415,0.706414,0.9212996,1
1,13:00:1615,0.6753308,0.8969604,1
1,13:00:1822,0.6496986,0.8917919,1
1,13:00:2016,0.6354303,0.8872132,1
1,13:00:2217,0.6153563,0.8766798,1
1,13:00:2415,0.5906454,0.8594952,1
1,13:00:2634,0.5612574,0.8480367,1
1,13:00:2824,0.535551,0.8447803,1
1,13:00:3020,0.5180877,0.8386273,1
1,13:00:3214,0.5051848,0.8336732,1
1,13:00:3414,0.4867078,0.8279943,1
1,13:00:3614,0.4659249,0.8230665,1
1,13:00:3818,0.4439948,0.8157655,1
1,13:00:4014,0.4185786,0.8090854,1
1,13:00:4212,0.3900236,0.8079204,1
1,13:00:4412,0.3663839,0.7990112,1
1,13:00:4615,0.3471994,0.7847169,1
1,13:00:4816,0.3265606,0.7679511,1
1,13:00:5017,0.3037266,0.7450879,1
1,13:00:5218,0.2811718,0.716621,1
1,13:00:5413,0.259804,0.690351,1
1,13:00:5617,0.2433899,0.6629546,1
1,13:00:5814,0.2246196,0.639192,1
1,13:00:6019,0.2071975,0.617456,1
1,13:00:6218,0.1889639,0.5938762,1
1,13:00:6422,0.1723169,0.5702018,1
1,13:00:6615,0.1614943,0.5487882,1
1,13:00:6814,0.159464,0.5321918,1
1,13:00:7017,0.1625721,0.5169941,1
1,13:00:7212,0.1637516,0.5021843,1
1,13:00:7414,0.1656271,0.4966772,1
1,13:00:7617,0.1756255,0.495602,1
1,13:00:7819,0.192993,0.4959708,1
1,13:00:8015,0.212739,0.4999624,1
1,13:00:8216,0.2439604,0.5085126,1
1,13:00:8415,0.2711025,0.5181791,1
1,13:00:8616,0.2960076,0.5445594,1
1,13:00:8814,0.3369268,0.5685516,1
1,13:00:9016,0.4201083,0.5842035,1
1,13:00:9216,0.4933003,0.6013641,1
1,13:00:9415,0.5468748,0.6229154,1
1,13:00:9617,0.6021633,0.6528361,1
1,13:00:9818,0.6585,0.6766159,1
1,13:01:0027,0.6954072,0.7024995,1
1,13:01:0216,0.7166154,0.7372538,1
1,13:01:0414,0.7371507,0.7589905,1
1,13:01:0618,0.768577,0.7688608,1
1,13:01:0815,0.7844423,0.7693226,1
1,13:01:1017,0.7919961,0.7712613,1
1,13:01:1217,0.8006217,0.7690902,1
1,13:01:1416,0.7991196,0.7631037,1
1,13:01:1616,0.7836801,0.7605456,1
1,13:01:1816,0.7567903,0.760909,1
